sampleNumber,pitchMin,pitchMax,pitchAve,energy,duration,f0,f1,f2,emotion
1265,78.72585755,218.300802,178.5714278,0.043516685,1.858,2109.627854,4224.907647,0,Disgust
1266,130.9360543,478.487758,291.9723499,0.035307608,2.0046875,326.6068345,3232.761606,0,Disgust
1267,77.78825028,442.856251,312.6216139,0.060095823,2.2980625,2895.362854,5172.771325,0,Disgust
1268,127.8723454,555.4014222,235.2048418,0.012393077,2.0535625,1241.376954,3669.333191,4528.977967,Disgust
1269,132.8971898,456.9088174,265.0818691,0.029092599,1.858,2899.805508,4528.316944,0,Disgust
1270,135.6740213,465.3503168,304.6141487,0.042203756,1.8269375,349.4510722,2560.19981,4693.968938,Disgust
1271,103.0236495,588.1678044,195.2282056,0.016902377,1.9558125,372.3526477,1880.423264,4008.438777,Disgust
1272,105.7425154,480.1955553,259.1469282,0.013364507,1.439375,807.5911783,1897.69218,4411.645238,Disgust
1273,129.1272708,573.303378,253.9946819,0.031812488,1.809125,226.2965191,2246.977065,4237.599309,Disgust
1274,75.54848922,304.37734,192.6273557,0.022126259,2.5914375,2703.514616,4825.071196,0,Disgust
1275,126.6588478,465.7020282,314.3669332,0.028761419,1.7601875,2460.232153,3586.667865,0,Disgust
1276,147.47903,296.7355694,216.1114285,0.030274072,1.7113125,452.5962923,3202.46863,0,Disgust
1277,136.1474711,569.8968952,278.3346162,0.038238915,2.347,1741.665507,3443.106674,0,Disgust
1278,131.0286077,579.454638,252.1914105,0.03384481,1.9344375,197.5976348,2589.187639,4339.437253,Disgust
1279,120.6199487,263.2119748,196.4559836,0.031262551,1.76025,2202.364494,0,0,Disgust
1280,134.1307952,214.0141149,175.8364128,0.035398632,1.975125,177.4755409,2223.407173,5122.169319,Disgust
1281,131.8225208,476.1818696,325.8204185,0.046470032,1.6624375,1054.821851,2871.139364,0,Disgust
1282,89.81043391,317.6697339,230.949352,0.036896581,1.711375,587.9427182,3619.519222,0,Disgust
1283,139.5120299,246.3788371,197.7765995,0.016677327,2.151375,1523.892774,3863.749204,0,Disgust
1284,180.7368897,477.2125892,284.2139811,0.017323556,1.6624375,1188.922309,2675.608104,0,Disgust
1285,160.3298003,526.0451957,341.9561315,0.014092239,1.809125,1104.944127,2225.163256,4374.171872,Disgust
1286,161.6973407,536.2482968,349.6395645,0.030705465,1.906875,1257.678958,5058.367469,0,Disgust
1287,83.62440136,437.4370732,309.9222704,0.051485827,1.7601875,2695.995457,3647.703143,0,Disgust
1288,123.7527718,379.7015713,235.4525184,0.046392767,2.0046875,1588.634069,3761.030914,0,Disgust
1289,126.7570705,440.0151505,245.5211017,0.024892261,1.8580625,4363.483478,4873.385938,0,Disgust
1290,80.5913394,474.0842992,312.4085093,0.060016989,1.678875,4013.520847,4735.53903,0,Disgust
1291,97.50342593,286.7872764,229.8114378,0.042768029,1.906875,2200.941996,4101.784972,5025.601339,Disgust
1292,113.5348493,287.5623124,210.0825718,0.023190685,1.9558125,191.2537898,3000.679777,5246.507784,Disgust
1293,162.3419801,575.0063257,420.8064555,0.052653246,1.542875,2064.893385,3490.151529,0,Disgust
1294,135.4653446,397.9892562,246.2440899,0.028032741,2.0046875,2215.320881,4212.600656,5027.105992,Disgust
1295,184.4105476,572.5866333,290.0019543,0.038789516,1.9069375,3538.82968,4218.192539,5041.585782,Disgust
1296,155.8366975,476.9517128,258.4030148,0.031913791,1.9069375,3416.719642,4918.245675,0,Disgust
1297,149.0654935,573.1761343,267.8771512,0.034962316,1.9558125,1083.03884,3183.190161,5299.259319,Disgust
1298,109.6472131,363.2356658,203.6997559,0.024213351,1.8580625,1324.24343,3502.640787,0,Disgust
1299,154.7343763,357.8828274,256.3907494,0.020322405,1.6135,1145.575592,3741.936059,0,Disgust
1300,164.0155162,289.3309896,226.2744015,0.037476825,2.271375,730.1843325,2329.367988,4566.376461,Disgust
1301,143.8941034,310.9082429,246.479839,0.006911461,60,1373.907658,3338.576087,4457.899275,Disgust
1302,214.7769998,355.4655101,290.2395017,0.024009421,60,1146.830489,3141.790677,0,Disgust
1303,192.205551,356.5972507,291.8905988,0.020184186,60,703.9385052,2549.145671,4483.58348,Disgust
1304,198.9758144,328.0881227,279.3140406,0.022690599,60,1981.216919,4656.767359,0,Disgust
1305,185.458973,327.5442726,273.9471763,0.026790799,60,1770.560609,3944.198715,0,Disgust
1306,145.3857683,587.1455681,292.7266674,0.003113758,60,1433.204331,3372.119275,0,Disgust
1307,243.0181523,329.438928,288.0727872,0.070445047,60,2089.181386,4607.388694,0,Disgust
1308,198.1535838,370.2790338,302.0707709,0.096391282,60,1653.602898,3842.126714,0,Disgust
1309,217.7546461,298.7178506,255.6337107,0.018969703,60,1470.759148,3530.916105,4297.826898,Disgust
1310,206.3727239,479.0507252,406.9529912,0.008553958,60,2079.179922,4211.597517,0,Disgust
1311,192.5595527,337.0951203,270.3295815,0.028186875,60,2056.919029,3961.879829,0,Disgust
1312,207.0070001,354.4216504,286.4047904,0.092334736,60,596.7346176,2426.869673,4128.53699,Disgust
1313,195.0367526,315.3731012,258.2678084,0.034681192,60,938.9302123,2927.378506,0,Disgust
1314,200.4854775,340.4910093,264.4375475,0.010641491,60,2348.54267,4803.252373,0,Disgust
1315,202.4541067,342.7961628,268.2041639,0.021752124,60,2119.188634,4176.955649,0,Disgust
1316,195.5062236,311.2797336,256.6232776,0.018423184,60,2262.8949,4426.373162,0,Disgust
1317,92.04775585,520.1894355,292.2493528,0.113945636,60,2072.105388,4149.952134,0,Disgust
1318,241.9279392,443.4012758,332.0952759,0.016388844,60,1784.572098,3346.039889,0,Disgust
1319,97.32349481,300.6402815,233.442235,0.011264812,60,1501.091469,3325.776162,4651.688579,Disgust
1320,230.3124172,371.508805,302.0660075,0.016639976,60,555.2758377,2505.683395,4597.46894,Disgust
1321,234.6947889,413.1972801,303.9166637,0.059061328,60,2107.275119,4428.886649,0,Disgust
1322,200.066924,435.3638866,269.7673963,0.015901288,60,1387.067334,3592.540909,4719.735962,Disgust
1323,236.7890114,395.0695593,278.7808574,0.02859567,60,1740.285167,3545.611208,0,Disgust
1324,188.9446909,278.1909468,244.0925269,0.025481754,60,2067.17959,4305.36243,0,Disgust
1325,188.200022,414.2930066,285.5912765,0.008299242,60,1439.189239,3625.533729,4420.102087,Disgust
1326,250.0433991,425.5661531,312.3528563,0.052280355,60,1902.932167,3573.641356,0,Disgust
1327,162.9333711,553.0654548,276.9692413,0.020783146,60,2261.307419,4385.092024,0,Disgust
1328,254.1051099,458.809412,351.6610355,0.014108235,60,1976.792658,3540.18473,0,Disgust
1329,170.912117,324.9519704,276.6035703,0.006357544,60,1456.330395,3668.174801,0,Disgust
1330,263.8839112,430.430371,336.9230905,0.012664795,60,1326.280485,3345.392066,4334.363222,Disgust
1331,120.6113265,333.9247726,226.8357815,0.005632953,60,1836.25028,3656.503459,0,Disgust
1332,112.6350996,334.2515572,238.1007481,0.031536493,60,1986.910953,4093.804802,0,Disgust
1333,172.443908,352.3936475,283.6207988,0.013479206,60,2079.496281,4245.929483,0,Disgust
1334,87.86934243,377.7868523,276.3868391,0.019841073,60,1693.302461,3535.841141,0,Disgust
1335,205.9209463,366.9062835,316.2344382,0.024801702,60,1222.751677,3075.000319,0,Disgust
1336,110.4920505,485.591445,342.9568018,0.021075522,60,1757.922878,3541.347273,0,Disgust
1337,203.7061516,347.846309,290.0053684,0.068752187,60,1798.988558,3855.962867,0,Disgust
1338,168.5981921,339.9041237,268.3897956,0.025006141,60,1766.8341,3613.522849,0,Disgust
1339,185.9096826,351.1352778,278.2292616,0.085188375,60,2588.739866,5244.120789,0,Disgust
1340,193.6748448,315.2822199,291.0475992,0.005557204,60,2133.37451,4229.210665,0,Disgust
1341,258.7961297,446.4142932,334.4794298,0.007188653,60,1972.673239,4441.372896,0,Disgust
1342,185.772193,312.7490572,258.8541074,0.026079131,60,1627.720388,3358.231793,0,Disgust
1343,80.05582065,366.0708624,194.8692693,0.003870602,60,1996.642063,4252.641613,0,Disgust
1344,240.2282943,323.4151871,275.4302827,0.012117534,60,1745.102855,3644.109764,0,Disgust
1345,214.543247,318.5454842,275.4419384,0.015762791,60,2156.599092,3904.559594,0,Disgust
1346,169.4762053,346.6829525,269.3487572,0.017067514,60,1753.063606,3801.717417,0,Disgust
1347,140.3070786,447.2507335,305.0839486,0.00982587,60,2066.769951,4098.175242,0,Disgust
1348,181.8602241,375.3483416,277.8763529,0.012128857,60,1826.017604,3615.669739,0,Disgust
1349,91.86314621,416.9287019,284.5325478,0.011045344,60,1457.888085,3790.541928,0,Disgust
1350,208.3458071,397.9809547,294.2494398,0.024249324,60,1917.719831,4005.822065,0,Disgust
1351,167.2938583,348.3596126,259.2778482,0.008864639,1.06625,2516.327341,4688.811739,0,Disgust
1352,148.7389108,235.5653638,208.3902123,0.008041884,1.14825,1111.776668,3565.143685,0,Disgust
1353,145.0420155,178.8766945,165.6335883,0.001325175,0.8201875,2350.509486,3757.714028,0,Disgust
1354,198.2077437,249.8468671,225.0976451,0.004531823,1.31225,1771.881282,4181.215832,0,Disgust
1355,167.0779751,598.7420162,288.666642,0.019695384,1.14825,2202.48143,3853.947759,0,Disgust
1356,135.389107,331.7066751,239.703443,0.015563525,1.14825,1503.374337,3252.46652,0,Disgust
1357,113.9701069,281.1363317,192.8773555,0.001873023,1.558375,804.4775751,3847.737078,0,Disgust
1358,141.7257228,233.2993809,202.0325859,0.008901569,0.9841875,614.4274142,3793.860965,0,Disgust
1359,166.170203,248.7523078,208.4698362,0.018517083,1.14825,2118.540518,4085.00967,0,Disgust
1360,110.903934,272.9809882,226.2588503,0.011247291,0.9841875,1119.837322,1445.060443,3929.517171,Disgust
1361,138.5599871,315.0010741,262.2499551,0.014453471,0.8201875,141.1958122,2388.0252,4841.53047,Disgust
1362,164.0684372,276.2132792,239.1821215,0.024826467,1.06625,1639.607871,3040.72314,0,Disgust
1363,175.7404843,262.4452275,229.9648378,0.00569655,1.23025,1067.498725,3291.881018,4583.173551,Disgust
1364,154.2083831,320.7946327,244.4084093,0.004544915,1.14825,3362.365873,4594.491729,0,Disgust
1365,157.4310084,326.6475781,237.2015178,0.006569563,1.39425,1220.693471,3469.101151,0,Disgust
1366,141.5694634,280.2275202,219.3360165,0.004263608,1.23025,540.5963456,2337.648113,4385.566788,Disgust
1367,157.4719299,341.123118,257.4129408,0.012922381,1.640375,2646.397639,3673.886931,0,Disgust
1368,135.5915923,272.7455995,213.2026222,0.000850233,1.14825,225.1003904,2761.16443,4671.978801,Disgust
1369,164.3741417,502.5882837,350.2874855,0.002523956,1.14825,543.7450811,4687.539919,0,Disgust
1370,148.2443763,341.5513383,238.844064,0.004202714,1.8296875,3121.128947,3765.529557,0,Disgust
1371,190.4591099,295.8674731,257.0877874,0.013931415,1.4763125,1038.013179,2015.011296,3440.168355,Disgust
1372,200.5809695,333.2959901,296.7150562,0.008993269,0.9021875,1301.506909,2488.799265,4176.811223,Disgust
1373,126.0077386,282.5900768,206.1784173,0.001155864,1.23025,1570.111325,3734.355864,0,Disgust
1374,186.3982263,287.4036095,238.6719492,0.009805165,1.3943125,1938.067626,4548.51326,0,Disgust
1375,138.5704763,264.1647625,208.4275475,0.00625399,1.3943125,2417.493441,4896.069304,0,Disgust
1376,130.8798662,189.2298011,163.8687673,0.002430472,1.3123125,633.5565655,2125.08058,4228.684922,Disgust
1377,143.0229015,260.4351917,220.3076227,0.004246513,1.4763125,1793.885934,2624.677904,0,Disgust
1378,176.9808632,253.0713156,211.4683529,0.005333153,0.9021875,2580.199131,4073.791684,0,Disgust
1379,182.8636944,267.2297578,244.236319,0.001719034,1.5583125,3346.293265,4531.008272,0,Disgust
1380,146.0247796,294.4522447,180.9065809,0.001141996,0.9021875,758.7818937,1625.770232,5171.459271,Disgust
1381,116.2136646,151.5526396,132.1225065,0.000183787,1.31225,1104.244464,2493.870146,3980.13141,Disgust
1382,146.3216791,188.5520248,169.1325132,0.000632025,0.8201875,589.3465876,2478.775489,4103.808905,Disgust
1383,116.1288206,191.4356782,146.2011529,0.002979854,1.3943125,993.4875364,1792.123942,3669.613519,Disgust
1384,216.7885007,269.5844773,238.6724583,0.009093274,1.06625,1191.856129,1689.709037,4543.179586,Disgust
1385,210.1825209,263.0750447,241.6142884,0.001644239,1.2303125,1905.167678,4426.470684,0,Disgust
1386,137.9472697,243.1254631,210.4662178,0.005497399,1.23025,1172.095703,2809.018759,0,Disgust
1387,137.9045849,280.4024947,220.8292113,0.014127946,1.31225,1126.799464,2066.015038,4978.285301,Disgust
1388,149.628484,256.7983185,199.7594685,0.014627879,1.722375,1824.881357,4011.426593,0,Disgust
1389,122.0075938,238.0394929,173.6704484,0.006690065,1.5583125,2401.752487,4598.894737,0,Disgust
1390,144.2048294,233.9395901,180.5643332,0.000543185,1.722375,2161.976757,4438.830609,0,Disgust
1391,136.7352265,209.8456895,172.9985004,0.010549097,1.476375,2421.250752,4757.320788,0,Disgust
1392,151.161728,265.6781754,224.4714753,0.015166922,1.4763125,2686.220253,5045.455372,0,Disgust
1393,291.5906792,320.4531031,309.1445237,0.000878641,1.9684375,2337.344116,4350.903956,0,Disgust
1394,180.6917552,286.1558594,248.8983625,0.014271117,1.31225,2715.225702,4862.326405,0,Disgust
1395,157.5901868,294.4100914,217.0365466,0.023490837,1.8864375,2121.61016,4721.306339,0,Disgust
1396,153.3466602,350.1073528,254.8384232,0.015342907,1.31225,1021.17833,3557.210208,0,Disgust
1397,116.4851437,195.6478917,152.2604774,0.000658619,1.23025,2408.488421,0,0,Disgust
1398,98.238065,591.2895449,173.0484889,0.002351314,1.558375,740.6037378,2690.440873,4472.701316,Disgust
1399,134.0834958,152.6970563,144.7789253,0.000777856,1.640375,1015.145129,3476.189447,0,Disgust
1400,114.5655797,166.5829424,144.0477347,0.000331593,1.4763125,1254.927208,2156.81717,3922.220137,Disgust
1401,210.082085,462.8028823,343.6969367,0.013031297,2.2965,1324.178349,2278.522222,3879.329116,Disgust
1402,78.7694828,597.0778768,343.4399916,0.005681307,2.2965,544.105321,2335.163523,4487.446764,Disgust
1403,242.156461,596.2625542,382.1238379,0.012756752,2.770375,801.0470731,2572.510434,4635.143068,Disgust
1404,174.7384915,593.5588251,371.8891592,0.008477991,2.3329375,1057.275605,2512.701193,4425.044817,Disgust
1405,115.9530555,513.4758623,356.0972637,0.001607085,2.041375,1540.310195,2780.256183,4434.269794,Disgust
1406,211.9870731,538.4417992,336.350827,0.004282572,2.2965,687.8839123,2849.808348,4963.537186,Disgust
1407,285.0854008,594.1344732,435.2447675,0.005633704,2.7339375,585.6074884,2634.665617,4702.265585,Disgust
1408,200.1714908,597.5458503,372.8401422,0.004801089,2.84325,411.7703894,2420.8412,4553.436833,Disgust
1409,221.4512452,440.7444451,333.0179138,0.00870045,3.353625,700.9097691,2624.334731,4667.653952,Disgust
1410,81.85824854,575.6324011,399.9718307,0.002781316,2.9161875,725.2761791,2546.04495,4784.76848,Disgust
1411,105.8398927,399.8137859,262.7512856,0.0056123,2.733875,849.1630477,2172.301939,4534.654864,Disgust
1412,97.37392736,490.1942311,316.8895257,0.005750141,3.3535625,1334.900153,3491.098724,0,Disgust
1413,127.1717231,418.5554124,289.519104,0.007734973,2.952625,2019.996256,0,0,Disgust
1414,77.33663111,342.3432642,250.2595842,0.002640746,2.770375,718.3465776,2574.622041,4422.744992,Disgust
1415,78.68534045,418.3420956,311.3934931,0.006141103,2.624625,1034.191129,3970.971695,0,Disgust
1416,84.11972858,533.272082,403.4970619,0.003078179,3.062,808.2992427,2505.080487,4420.229586,Disgust
1417,127.4765414,568.2726799,308.7368816,0.001949535,2.952625,1023.362902,2922.943066,4546.674413,Disgust
1418,128.3731733,395.6716225,280.5326895,0.001245772,3.062,381.6303129,2958.40299,5072.038522,Disgust
1419,258.5588304,413.6910466,316.8693336,0.001517157,2.2965,559.9754847,3477.412153,0,Disgust
1420,190.6947012,418.9220303,291.6401728,0.00128926,2.51525,317.3859175,3185.76113,5048.712589,Disgust
1421,120.2066895,502.2913262,236.3045394,0.000977423,2.187125,1466.074637,3392.260904,4470.626279,Disgust
1422,272.0371679,593.3961078,379.1505359,0.000820765,2.870625,1934.535949,4446.176881,0,Disgust
1423,104.6344592,346.8710095,228.2683199,0.000701516,2.4605625,414.9431648,2920.09762,4288.440078,Disgust
1424,257.5588802,419.5706371,328.4240262,0.001058779,1.968375,2081.550296,3481.961988,0,Disgust
1425,239.070009,475.7364163,298.4715501,0.000439652,2.2145,1096.157914,3108.210897,0,Disgust
1426,122.9878808,462.0200929,257.6319538,0.000518801,1.804375,1037.745018,3950.82775,0,Disgust
1427,300.8828666,484.3288581,379.4650359,0.002359435,2.1325,924.5085366,4157.222719,0,Disgust
1428,267.7932988,435.0624543,358.3562589,0.004890841,2.788625,814.7232869,2716.461973,4671.497585,Disgust
1429,309.3857341,486.147777,420.2223866,0.011879077,1.9293125,3231.883114,4331.716806,0,Disgust
1430,231.2772979,589.5383445,353.7096051,0.058884837,1.5416875,2340.908929,3204.991347,0,Disgust
1431,136.0375698,332.9264663,276.0200573,0.003210167,1.804375,296.0466381,2398.072481,4496.535399,Disgust
1432,218.3648259,391.4146231,333.4601729,0.003925437,2.2144375,704.0496726,2385.176982,4503.679349,Disgust
1433,243.6683442,314.0408318,303.0287764,0.001059735,2.3785,913.9995169,2741.276734,4770.131921,Disgust
1434,166.0860262,398.2411093,361.4570825,0.003298668,2.2145,809.5859335,2494.034108,0,Disgust
1435,280.2739994,594.7663424,421.0055336,0.001128111,2.788625,1421.580346,4425.830282,0,Disgust
1436,320.067045,438.1083297,380.3662649,0.008858809,1.4763125,847.1346948,2471.837931,4601.367159,Disgust
1437,248.6985207,518.9636444,349.5699391,0.00502153,2.5425,1039.854731,3126.560948,4399.452418,Disgust
1438,162.5566268,509.3588249,344.2034308,0.003384768,1.9684375,1405.798649,3105.950603,5022.932783,Disgust
1439,214.4049409,494.4284845,376.1031916,0.00422024,2.870625,1982.054197,4166.036534,0,Disgust
1440,204.5863737,583.8663991,294.8091781,0.000509122,2.1324375,929.8741464,2760.951285,5067.414253,Disgust
1441,226.5814664,470.2857827,311.455886,0.004384171,1.968375,670.7545196,2245.416222,4579.726753,Disgust
1442,123.6331326,546.5881566,340.8966753,0.003160737,1.9684375,1492.603833,3239.92826,0,Disgust
1443,297.9496459,381.689371,322.0323331,0.000533332,2.2965,875.8056832,2690.57853,4801.960656,Disgust
1444,264.0558741,470.4352953,327.8969574,0.000624402,2.1324375,1554.854537,2912.283923,4843.378079,Disgust
1445,79.96936278,312.0289722,268.1930371,0.001619562,1.886375,638.9824592,2003.331008,4224.546873,Disgust
1446,135.6254044,354.8378285,294.3186507,0.005255703,2.1325,795.7744613,2505.3078,4047.891056,Disgust
1447,104.2308611,372.0826618,280.9057808,0.003241462,2.0504375,950.8775373,3165.791994,0,Disgust
1448,250.9507824,427.284448,323.600755,0.003944102,2.3785625,907.5703804,2421.457948,3435.72316,Disgust
1449,234.5479007,292.1533752,275.5701717,0.002606961,2.3785625,1836.71473,4257.088668,0,Disgust
1450,218.6019925,323.2767213,286.0706946,0.005183605,2.0504375,622.1549746,2891.765745,4758.010919,Disgust
1451,200.8760163,509.151759,333.6177094,0.01440418,2.3654375,1429.892215,3813.066777,0,Disgust
1452,210.5017466,578.9309344,393.0338248,0.056806612,2.82325,1253.99361,3282.813665,0,Disgust
1453,246.4575485,576.1694244,357.093007,0.131682884,2.5180625,1598.562929,3402.614529,0,Disgust
1454,284.407013,597.5069152,421.5964303,0.05430648,2.289125,877.1213251,2614.722619,3878.739136,Disgust
1455,222.2919747,546.4858018,380.001848,0.012288221,1.983875,982.6286814,2932.965282,4782.864846,Disgust
1456,273.3746439,578.7809895,414.952005,0.029704955,1.602375,1731.944993,2919.717383,4793.017379,Disgust
1457,272.2549635,408.3696019,334.1535939,0.056152102,2.4416875,1731.445899,3632.556112,5018.092474,Disgust
1458,238.3527003,585.2982668,383.4315727,0.113770392,2.0601875,1615.772186,3532.612345,0,Disgust
1459,247.9172096,582.6624505,392.7415379,0.103227727,1.907625,492.2227995,2494.999918,0,Disgust
1460,205.1660508,491.6460068,368.1947075,0.018238131,2.0601875,780.479201,2710.956421,4850.717099,Disgust
1461,300.2378219,536.197582,411.1098484,0.115980868,1.94575,868.3708649,2135.747252,3764.334743,Disgust
1462,300.9340049,586.5222275,405.7778763,0.070256894,2.0601875,339.7798046,2488.516689,3832.42873,Disgust
1463,301.7694395,591.9608397,460.2355608,0.065694245,2.44175,2600.159888,4289.772334,0,Disgust
1464,304.1939047,599.967253,414.6353368,0.014924696,1.907625,632.5112873,3231.438769,4537.572509,Disgust
1465,292.3073123,577.5036941,413.1598194,0.117315052,1.9839375,630.2841996,2742.454816,5098.744923,Disgust
1466,245.6380019,597.2690344,399.2631954,0.103954017,2.0601875,1491.860504,3549.302581,0,Disgust
1467,300.7541331,592.4159126,435.4754804,0.098994302,2.1365,1982.924518,4582.828514,0,Disgust
1468,281.4066767,583.3528747,374.5584636,0.064503899,2.289125,523.3672892,2683.217111,4426.816656,Disgust
1469,251.3152505,599.7113364,387.9897784,0.057629223,2.0601875,1745.649241,3375.108562,0,Disgust
1470,218.7966179,513.739034,359.6440593,0.010145246,1.2971875,405.7481052,3140.456408,4325.699861,Disgust
1471,229.0209165,511.720188,355.6500487,0.049605105,1.8313125,1211.733003,2096.24418,4597.684532,Disgust
1472,244.2415725,552.7127751,436.8018535,0.058604375,1.5260625,1799.163612,2907.280647,4391.58623,Disgust
1473,253.2758533,594.0607376,426.2546812,0.032346858,1.5451875,530.9555351,2975.312806,4514.961807,Disgust
1474,286.8661879,595.368723,433.2047802,0.032243432,1.94575,455.8759423,2567.143918,4523.038127,Disgust
1475,286.1687363,585.7008661,421.2420947,0.050816346,1.755,1594.461707,3515.311338,0,Disgust
1476,271.943026,586.4937859,445.7740006,0.084134059,1.602375,981.028065,3318.689595,3786.970107,Disgust
1477,302.4387715,594.0976882,410.5020847,0.072019215,1.83125,1188.61614,3154.466259,0,Disgust
1478,270.5666825,599.7405705,407.6181558,0.021137681,1.755,665.3013311,2497.044879,4782.641278,Disgust
1479,269.7834821,597.5687266,348.4496466,0.030975633,1.83125,410.2839877,2898.230867,4453.248578,Disgust
1480,109.3255085,595.4534449,379.4255407,0.011404576,1.602375,447.3988834,1880.866488,3948.36321,Disgust
1481,305.540042,596.9334767,402.8255578,0.073392144,1.9839375,236.3701205,3174.090994,0,Disgust
1482,280.0974109,580.7609807,372.7643377,0.084307286,1.983875,1485.424616,3704.910181,0,Disgust
1483,270.2674559,594.9596872,403.8856437,0.02114061,1.8313125,382.0940248,2649.79119,4717.741271,Disgust
1484,302.9489808,597.676281,409.5977602,0.029875584,1.8313125,847.7460929,2149.56801,3929.221077,Disgust
1485,238.7083293,595.8757686,417.9865212,0.010806699,1.9839375,1434.124056,3440.252454,0,Disgust
1486,255.6585431,598.4070131,401.388585,0.03102957,1.602375,1235.316863,1686.814925,4467.925753,Disgust
1487,306.8649374,598.2854572,400.907698,0.046327852,1.83125,1165.447936,2353.234021,4857.528696,Disgust
1488,301.5013522,595.9675697,419.8752824,0.017321509,1.9860625,2087.354649,4745.982353,0,Disgust
1489,273.1369066,590.2379716,452.1412241,0.031138113,1.5276875,796.3248645,1242.162947,3736.498262,Disgust
1490,212.815289,599.3478844,380.0963413,0.016496652,2.1388125,1721.072302,3708.234233,4985.907974,Disgust
1491,192.7128101,573.8070021,351.7786923,0.017728636,2.2151875,619.725756,2399.172822,4564.335425,Disgust
1492,287.0919046,588.2209265,369.4819796,0.012437549,1.9860625,2698.603784,4970.975008,0,Disgust
1493,362.7699475,577.4700937,438.2549094,0.008248971,1.756875,612.3256874,2653.445199,4667.352986,Disgust
1494,288.3786415,592.662039,383.0034333,0.036313552,1.9860625,1670.80584,3405.109676,4979.436245,Disgust
1495,331.7383312,590.9586693,460.5042669,0.031279496,2.0624375,2085.371402,4519.273415,0,Disgust
1496,272.3525491,588.2368851,367.0525903,0.028074212,2.2151875,1797.409643,3823.642397,5046.559334,Disgust
1497,213.9459489,598.4544288,359.4604228,0.01264139,2.062375,1179.565567,1385.046775,3590.748072,Disgust
1498,237.3165233,594.7292111,394.1177077,0.029748189,1.7568125,1321.316286,4010.813517,0,Disgust
1499,282.0775512,574.0593363,336.2844335,0.02817356,1.5276875,1132.263416,3482.215125,0,Disgust
1500,287.3609203,599.7274929,385.127698,0.107241148,1.83325,1534.7956,2871.334282,3870.038751,Disgust
1501,102.0313193,151.1240496,125.3409111,0.027900241,1.9069375,1222.748597,3350.696629,0,Neutral
1502,99.46450869,120.8633503,111.6827791,0.015832736,1.564625,267.4782535,2807.818238,0,Neutral
1503,77.82753768,136.3597543,116.5660062,0.010859765,1.4994375,381.1242715,2272.671066,4141.791594,Neutral
1504,109.7441672,448.7624619,132.3104777,0.008910125,1.2386875,686.9997835,1390.66418,3927.116853,Neutral
1505,90.21024675,136.5399934,116.4300347,0.011022303,1.695,1986.336071,3510.410942,0,Neutral
1506,86.51648703,124.5731254,110.6394308,0.006971877,1.303875,1994.894843,4856.749908,0,Neutral
1507,115.1095403,132.7769427,122.6039171,0.022452047,2.061875,429.3701327,1806.173935,4611.409464,Neutral
1508,100.4382348,131.0488694,116.2460303,0.004528855,0.797625,698.2169859,3848.879059,0,Neutral
1509,98.97360003,123.0590204,111.8398128,0.021078831,1.431875,2455.938121,4971.659445,0,Neutral
1510,103.5622124,156.1887436,129.5410789,0.008476578,1.10825,656.1445115,1335.700014,4056.24368,Neutral
1511,99.86718741,124.6057315,113.5807637,0.009944923,1.4994375,230.5612406,2870.21182,4778.641273,Neutral
1512,98.30599085,133.6588663,113.9886412,0.010250992,1.6298125,1867.959281,3749.222973,0,Neutral
1513,98.3171083,558.1092081,183.7458108,0.009969335,1.8254375,1904.467585,4064.107366,5085.524935,Neutral
1514,95.30003666,136.3089624,116.5219849,0.00845783,1.303875,3045.847781,4676.701631,0,Neutral
1515,96.38060318,128.9677891,113.9185992,0.008264583,1.303875,413.3264965,2838.639876,4812.871803,Neutral
1516,93.76131833,125.0447112,107.9981415,0.007591599,1.1734375,264.0465205,3330.960483,0,Neutral
1517,82.73802128,142.6795134,114.4745125,0.011176126,1.629875,1387.02605,3153.043643,0,Neutral
1518,79.77876716,591.6560304,134.1805972,0.008364148,1.4995,270.3546541,2356.36706,4518.015922,Neutral
1519,77.28803879,150.6197622,127.7369159,0.009216635,1.369125,2547.514757,3871.119907,0,Neutral
1520,102.4154475,145.988904,119.0858812,0.006583722,1.6459375,1350.163235,4011.576939,0,Neutral
1521,97.85161951,128.534277,111.4321898,0.012277113,1.303875,264.9133046,2608.789378,3726.662174,Neutral
1522,104.3853131,148.9189536,116.1831834,0.004753476,1.3690625,2260.345884,4781.14406,0,Neutral
1523,101.6791056,121.56327,109.5111327,0.010750925,1.6298125,1711.312727,3743.756629,0,Neutral
1524,102.7875201,576.0578595,162.4949494,0.011072137,2.0210625,276.3967142,2604.880906,0,Neutral
1525,106.5785619,133.6150211,117.8808508,0.010087248,1.6950625,268.348452,2406.923853,4813.93617,Neutral
1526,75.38188838,132.8218004,120.0719693,0.008988685,1.1735,260.2442823,2220.792326,4227.394672,Neutral
1527,102.2179692,126.4937955,112.2106663,0.008312424,1.3690625,494.6892695,2497.982579,0,Neutral
1528,111.1244089,127.3701097,116.0391102,0.006236029,1.5646875,247.0664549,1758.88666,4599.803473,Neutral
1529,104.2930524,120.4223645,112.3777281,0.006087299,1.3690625,2522.584006,4024.503509,4980.347997,Neutral
1530,99.6849924,137.0431525,119.6073113,0.009446086,1.303875,557.0841711,2512.872423,0,Neutral
1531,95.45347963,117.2700301,105.924919,0.010627553,1.564625,844.9139416,1315.618254,4093.645603,Neutral
