sampleNumber,pitchMin,pitchMax,pitchAve,energy,duration,f0,f1,f2,emotion
137,115.5523069,315.3987837,227.0445687,0.020700712,1.3123125,670.1471042,1991.165639,4184.166633,Happy
138,132.8736269,462.0841193,273.9694899,0.008778719,1.640375,1203.041282,3179.417879,0,Happy
139,149.243789,281.6776092,215.8257947,0.010672758,1.3943125,977.9147985,3451.78116,0,Happy
140,223.280358,323.9321947,285.6537819,0.003495286,1.3123125,834.7202274,3322.025246,0,Happy
141,117.3992257,249.8323566,188.6332468,0.014705808,1.3943125,2286.652583,4094.367378,0,Happy
142,128.5765576,352.5487269,237.5164031,0.011659227,1.4763125,2547.331247,4501.800448,0,Happy
143,231.3265065,359.5139689,316.5290117,0.000503597,1.06625,839.2140684,2624.965361,4488.282204,Happy
144,150.9655392,225.704833,187.205524,0.006398078,1.23025,2802.603305,4385.575498,0,Happy
145,131.774946,506.3807188,261.0823351,0.013696232,1.3123125,2498.279954,4611.951212,0,Happy
146,126.9701919,589.0778534,260.3513471,0.004172579,1.5583125,1170.028511,3123.480406,0,Happy
147,137.5408202,213.0813998,169.1577636,0.004091428,1.23025,1136.502742,2668.851689,3965.775839,Happy
148,200.9992594,282.6657164,250.2799188,0.013948057,1.2029375,1282.28165,4287.125863,0,Happy
149,126.4754679,250.8963571,201.9384838,0.005247245,1.8454375,1212.46073,1993.987392,3467.112199,Happy
150,116.4272826,229.6326234,183.1396717,0.012075851,1.640375,1041.358021,2611.005149,4177.7423,Happy
151,241.3176128,319.4777882,303.4616,0.007224319,1.385875,694.1708328,2705.223442,3854.456167,Happy
152,255.7388887,444.7500131,310.667606,0.010143669,1.297125,1093.92472,1914.675115,3659.25328,Happy
153,289.0535757,470.6185947,356.781357,0.011768042,1.5081875,506.1888197,2268.161899,4088.036458,Happy
154,243.7311995,528.642425,304.0324553,0.00368941,1.406,860.5002176,2276.528481,4099.927103,Happy
155,178.5670867,567.0310764,298.1116746,0.002393229,1.2175625,1022.06876,2598.249127,0,Happy
156,183.0783322,560.4550798,258.7808891,0.002409599,0.9635,1131.432794,2689.072528,4112.5037,Happy
157,229.5272248,560.6538312,331.6267673,0.003481203,1.3886875,2205.318468,4548.328569,0,Happy
158,177.1006207,381.0894064,272.5971984,0.008634117,1.14725,621.117411,2451.248746,4211.656946,Happy
159,221.8133941,595.0158883,292.7751812,0.002724404,1.384625,528.5793012,2597.398244,4361.736402,Happy
160,189.7719007,508.8493315,326.7259592,0.002822244,1.1715625,1110.239796,2242.303487,3789.815168,Happy
161,197.8586633,462.8581899,328.2953832,0.004474114,1.171625,697.6099443,2120.957039,3254.565706,Happy
162,178.2725268,421.5654846,269.5892543,0.004087767,1.41725,957.5422503,2359.13658,3732.104808,Happy
163,208.6694372,281.6206532,259.3612546,0.001238129,0.8641875,1009.533246,2851.778134,4386.385885,Happy
164,185.0719326,320.9603415,268.7558141,0.004667597,1.014875,651.103411,2587.519391,4227.726557,Happy
165,175.6799208,508.0360696,301.7050509,0.004274342,0.785625,952.9086785,1791.589281,3769.331303,Happy
166,192.6173498,318.1649761,268.6496971,0.004820291,0.8445625,1079.794383,2385.712837,3835.027275,Happy
167,109.8174962,314.0526924,242.4622342,0.006798979,1.1415625,1203.491333,2019.948536,3795.257439,Happy
168,223.1907236,449.2844524,314.3748333,0.001882828,0.7454375,1220.330641,2966.281106,0,Happy
169,206.3908164,315.5142308,273.5608098,0.001272944,0.69425,917.6743977,2218.998746,4783.578328,Happy
170,122.9897975,471.3357214,296.6482605,0.004154807,0.8153125,245.7428552,2147.202186,3874.719699,Happy
171,170.4672033,402.5060065,249.3709563,0.00546973,0.8274375,999.1585655,2274.902633,4167.936226,Happy
172,240.1852048,356.4067308,299.8666048,0.003258148,0.611625,678.4299341,1976.190882,3900.697693,Happy
173,231.9424283,411.9176973,302.1775562,0.004777962,0.652375,1150.047453,3099.405305,0,Happy
174,209.2497196,558.9306518,259.6718466,0.004267145,1.141625,1064.716891,2506.203405,4335.731066,Happy
175,178.4504629,283.8395181,231.7980517,0.012845513,1.1463125,1048.307283,2412.266649,4088.697362,Happy
176,267.5036353,596.7228157,403.0774195,0.012789522,1.223125,1114.825439,2143.511843,3685.902001,Happy
177,163.3261213,590.8388973,290.8799909,0.0216633,1.3046875,1936.095905,4697.660602,0,Happy
178,227.4611884,531.0788314,303.859613,0.002642181,0.93775,1023.924966,2338.726249,4345.90444,Happy
179,170.1653797,362.7579729,268.7447866,0.009462261,1.0193125,1061.031365,1243.903101,3772.135907,Happy
180,203.4647337,549.5692161,305.6204775,0.005189537,0.8561875,1183.484888,2410.836689,3976.879152,Happy
181,149.5680569,329.0928994,269.72616,0.014619624,1.133875,1530.167155,2389.963053,4750.967445,Happy
182,90.14735473,281.4285741,260.0058738,0.004368469,0.7820625,747.0698218,2959.970414,0,Happy
183,182.3507476,271.0239399,234.879207,0.007134359,0.712625,516.0129492,2278.908769,4933.683465,Happy
184,266.5943615,311.1354645,290.9319467,0.00863448,0.6425625,650.852179,2726.848978,3979.999732,Happy
185,266.0958402,487.6285607,344.5942987,0.004822921,0.7919375,2049.172061,4300.072407,0,Happy
186,157.2327772,287.1339278,240.0863771,0.010904452,0.846875,705.3406839,2792.040902,3926.498682,Happy
187,76.77556879,512.7298008,293.8780296,0.010730211,0.907125,454.3295408,2377.778461,4054.415009,Happy
188,82.82149473,570.363961,237.3541955,0.008514182,1.133875,722.4723728,2291.408423,4338.620381,Happy
189,219.8988269,370.9141273,299.0661419,0.02039205,0.7978125,1007.30114,1078.36036,3959.937356,Happy
190,270.6897624,569.9104664,402.7651303,0.00626626,0.6376875,3253.676638,0,0,Happy
191,78.40177627,457.0072966,288.7822614,0.01626253,1.3851875,1165.805292,2163.479694,3615.065851,Happy
192,331.1556661,567.9261661,407.8392475,0.001979304,0.89525,2279.833134,4491.686147,0,Happy
193,227.2398624,591.8255458,326.8084403,0.014856799,0.779125,1008.137063,2474.306956,3894.343519,Happy
194,177.0769432,370.8375272,273.858029,0.024260492,1.1686875,967.1667809,3805.299086,0,Happy
195,201.8889985,329.2738147,274.2012718,0.010169964,1.278125,1022.046659,2424.746015,4437.508854,Happy
196,169.4164061,481.0149212,319.071061,0.013720282,1.0860625,1211.296515,2260.635528,3714.832728,Happy
197,230.5992642,328.037531,281.036523,0.008904724,1.0650625,811.0343513,2269.86264,3974.426307,Happy
198,175.4944977,313.2721055,258.0547018,0.027302363,1.1348125,1446.399218,3933.999415,0,Happy
199,170.4325297,297.1022321,227.7462136,0.005949344,1.108875,1394.923882,3959.997552,0,Happy
200,196.4893922,347.708662,246.2488821,0.014029466,1.305625,1105.443112,2265.571617,3860.230129,Happy
201,195.5847763,501.3720663,392.0422527,0.042890486,1.909625,1201.28866,2790.240108,3688.214481,Happy
202,186.4201165,550.5642949,401.2092159,0.08303995,1.9096875,1325.839952,2541.424514,4073.121093,Happy
203,233.1197542,580.456705,382.3902866,0.024073532,1.756875,2182.307795,3783.486724,0,Happy
204,214.4895048,543.3326405,359.2215745,0.109054029,1.756875,1749.901955,2645.22508,0,Happy
205,262.6363454,450.8652421,341.0171484,0.032769331,1.83325,1663.218489,3270.445766,0,Happy
206,192.8413509,465.0141111,329.6083773,0.01511093,1.909625,1005.831116,2963.826343,4106.887341,Happy
207,214.0030035,599.1227148,351.5495567,0.020679751,2.2915625,736.2466833,3040.803964,4204.479722,Happy
208,222.100596,578.0543023,329.6830595,0.030924773,1.52775,1049.653911,2513.560113,3948.350689,Happy
209,261.6179703,516.9415884,365.1961579,0.037719706,2.2151875,1798.377867,3204.490976,0,Happy
210,234.7442821,513.1242001,346.3852493,0.005570279,2.0624375,1166.935834,2556.210494,4011.929676,Happy
211,101.3335645,597.5908429,372.3148615,0.028920176,1.9096875,1942.732569,4192.369919,0,Happy
212,308.0342078,543.5775175,392.3508913,0.063274306,1.6040625,2036.667513,0,0,Happy
213,312.1681993,593.2665736,434.5372969,0.056731308,2.0624375,2543.36843,4157.338024,5021.614779,Happy
214,249.6321159,584.7916298,398.3431115,0.024409094,1.6805,422.2542741,2872.906949,4112.692079,Happy
215,293.2064413,582.9853887,392.5763,0.055084958,1.604125,2149.760199,4325.565266,0,Happy
216,364.7477143,512.1980834,426.1146825,0.082065456,1.83325,865.4777279,3692.979171,0,Happy
217,355.4662166,531.8786218,438.9957319,0.103270333,1.909625,520.0147869,2798.65345,4628.324793,Happy
218,370.5795667,599.5412285,454.2096557,0.078413386,1.6040625,286.1287688,2692.504562,4009.536258,Happy
219,302.4949447,592.3831085,412.2697227,0.018261099,1.2985625,968.2658352,2506.763441,4945.075673,Happy
220,305.0864036,592.4380968,411.6133602,0.028196344,1.77975,2492.374558,4373.590221,0,Happy
221,305.8308381,596.148149,382.5480045,0.069294566,1.756875,831.0439844,2585.813503,4333.08408,Happy
222,357.6213193,578.6165972,464.479046,0.076274191,1.3749375,1306.651525,1708.978659,4031.363191,Happy
223,311.720104,596.8956077,406.7393415,0.02791984,1.604125,1774.28835,3643.566503,0,Happy
224,312.6025656,593.0968713,427.540716,0.045028456,2.1388125,806.1190631,2199.788148,4342.080777,Happy
225,332.3242762,585.5991565,415.4023373,0.030493784,1.4513125,2460.594615,4204.993976,0,Happy
226,251.8026949,594.4632611,355.926839,0.052756709,1.83325,1853.504647,3544.741309,0,Happy
227,269.0995011,596.2693926,387.5448296,0.026291725,1.5276875,577.2752058,2639.582266,3911.0208,Happy
228,246.9362999,532.6849454,353.0025806,0.021546331,1.6805,1747.821244,3479.126314,0,Happy
229,308.2913891,519.867488,412.6190036,0.045526162,1.83325,618.3486562,2689.371743,4871.981893,Happy
230,219.1827345,596.3624698,357.0323566,0.040416278,2.1388125,365.6014955,3043.956229,4382.785028,Happy
231,135.2764764,585.2759039,372.1278559,0.029545553,1.6805,2316.843933,3997.167792,0,Happy
232,272.2401256,599.3250723,365.0022461,0.024867518,1.6805,974.7954623,2459.053085,4095.776409,Happy
233,252.4728771,593.9430277,387.320136,0.02667487,1.5276875,1193.075343,2518.909752,3697.144483,Happy
234,291.0570296,593.828771,450.6060446,0.015658855,1.4513125,1266.923617,1916.971921,3951.639859,Happy
235,309.123153,579.5392273,415.8958052,0.05216593,1.6040625,410.7369131,2577.228915,4429.304761,Happy
236,297.1881551,596.0835569,377.6471989,0.045265693,1.599,902.0008831,3147.432122,0,Happy
237,244.3756131,559.1705009,349.1199536,0.050447241,1.6750625,2726.570748,4243.398107,0,Happy
238,145.416725,599.5788985,344.1389512,0.017544471,2.0558125,1839.988913,3240.552068,4828.264043,Happy
239,257.6219162,592.9497484,398.8412514,0.031529129,1.5228125,1813.229307,3123.327116,4911.009705,Happy
240,195.0248194,551.2005557,352.828838,0.012493512,1.6750625,2056.60688,3554.124575,5401.809537,Happy
241,220.4613363,536.4328821,315.0543741,0.04259697,1.5989375,2983.30861,4509.304284,0,Happy
242,221.1106087,592.6148549,325.5169329,0.026869433,1.75125,2861.91236,4323.588912,0,Happy
243,303.9034318,477.511244,383.8596917,0.007223799,1.5228125,2873.869383,3557.693449,0,Happy
244,235.9992212,572.5019404,344.0965336,0.039250356,1.599,2503.355997,3972.957557,0,Happy
245,231.099776,574.5052452,357.5430827,0.133132313,1.6750625,1757.746651,4111.08695,0,Happy
246,303.0520004,590.761441,401.7551295,0.10047234,1.75125,1176.135443,2934.660158,3743.890695,Happy
247,289.5409937,584.7461462,428.2098439,0.115141795,1.675125,1075.899315,2712.154917,3641.494111,Happy
248,306.7737073,598.6212572,392.6959049,0.114606466,1.75125,1387.023833,2278.559423,3922.379736,Happy
249,245.3704824,584.6293674,384.2878527,0.066783616,1.5228125,1548.167887,1694.695395,3635.555202,Happy
250,230.0255278,568.1919629,326.4645941,0.110539109,1.9035,2983.98714,3857.165448,0,Happy
251,131.5619108,350.5276132,176.268413,0.023397947,2.116125,1541.717247,3169.561954,0,Sad
252,81.31025502,168.5347121,130.8838269,0.021805857,2.7206875,2200.384613,4901.947006,0,Sad
253,104.2877764,201.9139035,163.8146802,0.048415324,1.267625,579.484777,1772.476173,4258.956212,Sad
254,75.15489647,182.5698833,149.7138234,0.050986317,2.418375,173.4441306,2417.862634,4673.109651,Sad
255,93.22309305,320.7327987,167.7652661,0.00894962,1.662625,246.1491729,2364.182932,4791.715501,Sad
256,76.00949441,224.8394504,150.2015265,0.009189765,1.889375,2207.062964,3934.482743,0,Sad
257,140.6080752,575.8741062,274.6147812,0.045271243,2.116125,864.0291207,3543.416189,0,Sad
258,95.05767273,138.2227132,124.0245722,0.076501273,2.0405625,999.9552925,3336.289649,4613.664301,Sad
259,125.6659357,161.2078293,141.3937774,0.062571419,2.3428125,519.6044182,3132.872818,4562.948855,Sad
260,79.58499745,158.3361215,127.0693579,0.010329806,1.7381875,1130.677345,3463.205263,0,Sad
261,96.87790902,165.6332588,131.7638797,0.012540462,2.1160625,275.4524114,3374.100157,4283.46158,Sad
262,101.2273833,200.0484795,122.6539805,0.035939794,1.6626875,261.4259089,2226.305617,4976.793223,Sad
263,113.1606716,173.6531182,140.8827126,0.02067021,2.26725,1700.261482,2902.792147,4590.218229,Sad
264,102.9089405,216.17141,144.7483393,0.028791737,1.9649375,229.7173895,2333.150775,4705.45102,Sad
265,102.2379012,150.8702169,128.5392807,0.022973109,2.2866875,1051.865781,2654.202595,4745.456384,Sad
266,126.520426,169.7799515,150.4348446,0.017421098,2.1916875,1731.165643,4101.599851,0,Sad
267,133.0145309,165.6722281,154.8887502,0.0167223,1.889375,2769.598408,3426.819053,0,Sad
268,75.5987877,557.5691254,170.8206127,0.015532316,1.81375,301.6900277,2621.914225,4163.318466,Sad
269,76.70133719,281.465775,183.4309931,0.025434572,1.889375,452.5364995,2850.056403,4106.401719,Sad
270,163.4524196,245.1528009,198.792254,0.031313863,2.2104375,881.7524115,3313.614643,0,Sad
